resume_text,quality
"Graduate with knowledge of C, Basic Python, Java, C++ seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Java, C, CSS, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Docker, Data Analysis, Deep Learning, PyTorch, Machine Learning and over 10 years of experience.",2
"Experienced professional with skills in TensorFlow, PyTorch, Cloud, Deep Learning, Data Analysis and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Java, C++, CSS, C seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, TensorFlow, Cloud, Machine Learning, Deep Learning and over 10 years of experience.",2
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of HTML, Basic Python, Java, C++ seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Machine Learning, Cloud, PyTorch, TensorFlow and over 9 years of experience.",2
"Graduate with knowledge of C++, Java, HTML, C seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, PyTorch, Docker, TensorFlow, NLP and over 6 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, NLP, TensorFlow, SQL, Python and over 8 years of experience.",2
"Graduate with knowledge of Communication, HTML, JavaScript, CSS seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Java, Communication, Basic Python, CSS seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, TensorFlow, Machine Learning, SQL, Python and over 9 years of experience.",2
"Experienced professional with skills in PyTorch, Machine Learning, SQL, Data Analysis, Deep Learning and over 8 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of HTML, Excel, C, Java seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, C++, C, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C++, CSS, Excel, Java seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Python, Docker, Machine Learning, Deep Learning and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Docker, Cloud, Machine Learning, Data Analysis, SQL and over 6 years of experience.",2
"Experienced professional with skills in Data Analysis, Docker, TensorFlow, Machine Learning, PyTorch and over 4 years of experience.",2
"Graduate with knowledge of HTML, C, C++, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of Excel, C, HTML, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Docker, SQL, Python, NLP, TensorFlow and over 7 years of experience.",2
"Experienced professional with skills in Cloud, Data Analysis, Docker, NLP, Deep Learning and over 6 years of experience.",2
"Experienced professional with skills in TensorFlow, Data Analysis, Deep Learning, NLP, Cloud and over 3 years of experience.",2
"Experienced professional with skills in SQL, Cloud, PyTorch, Data Analysis, Machine Learning and over 3 years of experience.",2
"Experienced professional with skills in NLP, Cloud, Machine Learning, TensorFlow, Deep Learning and over 4 years of experience.",2
"Graduate with knowledge of C++, Communication, Basic Python, Java seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Java, Excel, JavaScript seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Cloud, Python, TensorFlow, Data Analysis and over 9 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Python, NLP, Cloud, PyTorch and over 10 years of experience.",2
"Experienced professional with skills in Data Analysis, Python, Cloud, Docker, SQL and over 6 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in NLP, Deep Learning, TensorFlow, Machine Learning, PyTorch and over 7 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in NLP, SQL, Data Analysis, Docker, TensorFlow and over 4 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, Python, TensorFlow, NLP, Docker and over 9 years of experience.",2
"Graduate with knowledge of CSS, C, Excel, Communication seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Docker, PyTorch, Cloud, Machine Learning, Data Analysis and over 6 years of experience.",2
"Graduate with knowledge of C++, Communication, Basic Python, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, Excel, C++, C seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Docker, Data Analysis, TensorFlow, SQL, Cloud and over 5 years of experience.",2
"Graduate with knowledge of Communication, Basic Python, HTML, Java seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in SQL, Python, NLP, PyTorch, Docker and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, Docker, Python, SQL, Machine Learning and over 6 years of experience.",2
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, Excel, HTML seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Excel, Communication, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C++, Java, Excel, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, C++, Excel, Java seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Basic Python, C, CSS seeking entry level opportunity.",1
"Graduate with knowledge of C, Basic Python, Communication, HTML seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Excel, CSS, C, Communication seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, NLP, Cloud, Machine Learning, Deep Learning and over 6 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of C++, C, Communication, CSS seeking entry level opportunity.",1
